,Company,"Company, City, State, ZIP",Fatality or Catastrophe,Inspection #,Preliminary Description of Incident,Summary Report Date,Unnamed: 4,Victim(s),date,place,lat,lng
2845,Worker repairing a roof died after he fell approximately 25 feet to the concrete ground.,,,,"Fry Roofing, Inc., San Antonio, TX 78266",1/14/2012,Worker repairing a roof died after he fell approximately 25 feet to the concrete ground.,,1/6/2012,Worker repairing a roof died after he fell approximately 25 feet to the concrete ground.,,
2846,Worker installing a stormwater drainage pipe inside a trench was buried under soil when the trench collapsed.,,,,"Levco Construction, Incorporated, Houston, TX 77072",1/14/2012,Worker installing a stormwater drainage pipe inside a trench was buried under soil when the trench collapsed.,,1/6/2012,Worker installing a stormwater drainage pipe inside a trench was buried under soil when the trench collapsed.,,
2847,Worker switching tanks at a flow testing facility was found dead on the catwalk of a tank battery.,,,,"Across Big Sky Flow Testing, LLC, Killdeer, ND 58640",1/14/2012,Worker switching tanks at a flow testing facility was found dead on the catwalk of a tank battery.,,1/7/2012,Worker switching tanks at a flow testing facility was found dead on the catwalk of a tank battery.,,
2848,Worker was run over by a garbage truck while on a collection route.,,,,"D&J Marangi, dba Ace Environmental Services, Newark, NJ 07108",1/14/2012,Worker was run over by a garbage truck while on a collection route.,,1/9/2012,Worker was run over by a garbage truck while on a collection route.,,
2849,Worker transporting water from a water truck was run over and killed when the truck's brakes failed.,,,,"Sarano's Inc., Ignacio, CO 81137",1/14/2012,Worker transporting water from a water truck was run over and killed when the truck's brakes failed.,,1/9/2012,Worker transporting water from a water truck was run over and killed when the truck's brakes failed.,,
2850,Worker was crushed by the Brause clam shell press machine he was operating.,,,,"Butler Merchandising Solutions, Inc., St. Louis, MO 63106",1/14/2012,Worker was crushed by the Brause clam shell press machine he was operating.,,1/10/2012,Worker was crushed by the Brause clam shell press machine he was operating.,,
2851,Worker operating an overhead crane to move a foundry flask died when caught between two flasks.,,,,"Minster Machine Company, Minster, OH 45865",1/14/2012,Worker operating an overhead crane to move a foundry flask died when caught between two flasks.,,1/10/2012,Worker operating an overhead crane to move a foundry flask died when caught between two flasks.,,
2852,Worker was struck and killed by a passing vehicle.,,,,"Southwest Signal, Inc., Tampa, FL 33619",1/14/2012,Worker was struck and killed by a passing vehicle.,,1/10/2012,Worker was struck and killed by a passing vehicle.,,
2853,Worker changing a tire on earthmoving equipment was crushed between a block of wood and the equipment.,,,,"Toxco, Inc., Lancaster, OH 43130",1/14/2012,Worker changing a tire on earthmoving equipment was crushed between a block of wood and the equipment.,,1/10/2012,Worker changing a tire on earthmoving equipment was crushed between a block of wood and the equipment.,,
2854,Worker died after falling from the underside of a bridge into a river.,,,,"Seaway Painting, LLC, Detroit, MI",1/14/2012,Worker died after falling from the underside of a bridge into a river.,,1/11/2012,Worker died after falling from the underside of a bridge into a river.,,
2855,Worker committed suicide inside a service vehicle with a service-issued firearm.,,,,"U.S. Customs and Border Protection, Trenton, MI 48183",1/14/2012,Worker committed suicide inside a service vehicle with a service-issued firearm.,,1/11/2012,Worker committed suicide inside a service vehicle with a service-issued firearm.,,
2856,"Worker was removing a ladder stuck in mud and briars. The ladder flew up and hit the worker on the back, fatally injuring the worker.",,,,"Oilfield Service & Supply Company Inc., Laurel, MS 39443",1/21/2012,"Worker was removing a ladder stuck in mud and briars. The ladder flew up and hit the worker on the back, fatally injuring the worker.",,12/12/2011,"Worker was removing a ladder stuck in mud and briars. The ladder flew up and hit the worker on the back, fatally injuring the worker.",,
2857,Worker was on a training hike when he collapsed.,,,,"California Department of Corrections, San Luis Obispo, CA 93405",1/21/2012,Worker was on a training hike when he collapsed.,,1/4/2012,Worker was on a training hike when he collapsed.,,
2858,Worker fell 15 feet while dismantling a make-shift scaffold.,,,,"Wardcraft Homes, Inc., Moose, WY 83012",1/21/2012,Worker fell 15 feet while dismantling a make-shift scaffold.,,1/9/2012,Worker fell 15 feet while dismantling a make-shift scaffold.,,
2859,"After a jack broke, vehicle fell on worker.",,,,"Discount Tires, Turlock, CA 95380",1/21/2012,"After a jack broke, vehicle fell on worker.",,1/11/2012,"After a jack broke, vehicle fell on worker.",,
2860,Worker fell through floor openings from the second floor to the basement.,,,,"Dmitry Ivanov, West Springfield, MA 01089",1/21/2012,Worker fell through floor openings from the second floor to the basement.,,1/11/2012,Worker fell through floor openings from the second floor to the basement.,,
2861,Worker was decapitated after being entangled in a rope caught in a wood chipper.,,,,"Bushwacker Brush Removal, Nevada City, CA 95959",1/21/2012,Worker was decapitated after being entangled in a rope caught in a wood chipper.,,1/12/2012,Worker was decapitated after being entangled in a rope caught in a wood chipper.,,
2862,Worker was killed when he reached up to close a fuse feeding a 26 KV transmission circuit.,,,,"New Charter Electric, Jacksonville, FL 32209",1/21/2012,Worker was killed when he reached up to close a fuse feeding a 26 KV transmission circuit.,,1/12/2012,Worker was killed when he reached up to close a fuse feeding a 26 KV transmission circuit.,,
2863,Worker drowns after falling out of a boat while performing maintenance on an irrigation pump.,,,,"Pittman Nursery Inc., Magnolia, AR 71753",1/21/2012,Worker drowns after falling out of a boat while performing maintenance on an irrigation pump.,,1/12/2012,Worker drowns after falling out of a boat while performing maintenance on an irrigation pump.,,
2864,Worker was struck by a vehicle.,,,,"The De Moya Group Inc., Miami, FL 33186",1/21/2012,Worker was struck by a vehicle.,,1/12/2012,Worker was struck by a vehicle.,,
2865,Worker was struck by welding machine cart that came loose while the welding machine was being lifted.,,,,"Commercial Forming Corporation, Coral Gables, FL 33134",1/21/2012,Worker was struck by welding machine cart that came loose while the welding machine was being lifted.,,1/13/2012,Worker was struck by welding machine cart that came loose while the welding machine was being lifted.,,
2866,Worker was struck and killed by a powered industrial truck.,,,,"Cronimet Corporation, Aliquippa, PA 15001",1/21/2012,Worker was struck and killed by a powered industrial truck.,,1/16/2012,Worker was struck and killed by a powered industrial truck.,,
2867,Worker died after falling 50 feet from a utility pole.,,,,"Hawkeye, LLC., Scarborough, ME 04074",1/21/2012,Worker died after falling 50 feet from a utility pole.,,1/16/2012,Worker died after falling 50 feet from a utility pole.,,
2868,Worker was crushed between a dolly and a trailer while attempting to hook two trailers together.,,,,"Estes Express Lines, Davenport, IA 60525",1/21/2012,Worker was crushed between a dolly and a trailer while attempting to hook two trailers together.,,1/17/2012,Worker was crushed between a dolly and a trailer while attempting to hook two trailers together.,,
2869,"Worker slid off the trail and into the woods, striking a tree.",,,,"Hunter Mountain Ski Bowl, Inc., Hunter, NY 12442",1/21/2012,"Worker slid off the trail and into the woods, striking a tree.",,1/18/2012,"Worker slid off the trail and into the woods, striking a tree.",34.23304359999999,-77.85697250000001
2870,"Worker was lifting a piece of tubing that fell off its cribbing while being hoisted. The tubing rolled, pinning the worker to the concrete floor.",,,,"Lamdoil Corporation, Marysville, KS 66508",1/21/2012,"Worker was lifting a piece of tubing that fell off its cribbing while being hoisted. The tubing rolled, pinning the worker to the concrete floor.",,1/20/2012,"Worker was lifting a piece of tubing that fell off its cribbing while being hoisted. The tubing rolled, pinning the worker to the concrete floor.",,
2871,Worker was traveling in a backhoe and was crushed after the backhoe toppled into a ditch.,,,,"Petco Petroleum Corporation, Saint Elmo, IL 62458",1/21/2012,Worker was traveling in a backhoe and was crushed after the backhoe toppled into a ditch.,,1/20/2012,Worker was traveling in a backhoe and was crushed after the backhoe toppled into a ditch.,,
2872,Worker was framing a house and fell 3 stories.,,,,"Miguel Martinez Construction, Inc., Lawrenceville, GA 30044",1/28/2012,Worker was framing a house and fell 3 stories.,,10/1/2011,Worker was framing a house and fell 3 stories.,38.6062757,-86.10106940000001
2873,Employee was found next to a fire extinguisher the worker was inspecting.,,,,"J F Ahern Co., Escanaba, MI 49829",1/28/2012,Employee was found next to a fire extinguisher the worker was inspecting.,,12/15/2011,Employee was found next to a fire extinguisher the worker was inspecting.,,
2874,Worker was loading a vehicle onto a tow truck when he was struck by a car.,,,,"Emerald Transportation Corporation, Boynton Beach, FL 33426",1/28/2012,Worker was loading a vehicle onto a tow truck when he was struck by a car.,,1/2/2012,Worker was loading a vehicle onto a tow truck when he was struck by a car.,,
2875,Worker fell while drilling a floor joist on a 6-foot step ladder.,,,,"L & S Plumbing Inc., Ann Arbor, MI 48103",1/28/2012,Worker fell while drilling a floor joist on a 6-foot step ladder.,,1/3/2012,Worker fell while drilling a floor joist on a 6-foot step ladder.,41.195767,-74.0479763
2876,Worker fell while standing on a beam without fall protection.,,,,"All Pro Contracting Inc., Kennewick, WA 99336",1/28/2012,Worker fell while standing on a beam without fall protection.,,1/5/2012,Worker fell while standing on a beam without fall protection.,,
2877,Worker died after falling.,,,,"S. Daily Deliveries, Harwood Heights, IL60706",1/28/2012,Worker died after falling.,,1/10/2012,Worker died after falling.,,
2878,Worker fell through an unguarded skylight after exiting from an aerial lift and walking onto a roof.,,,,"Grant Construction, Dallas, TX 75214",1/28/2012,Worker fell through an unguarded skylight after exiting from an aerial lift and walking onto a roof.,,1/11/2012,Worker fell through an unguarded skylight after exiting from an aerial lift and walking onto a roof.,,
